Name,Year,Population,Male in STEM,Female in STEM,Employment Count,Employment Rate,Income per Capita,County,State,Total in STEM,STEM Rate
"Orleans Parish, Louisiana",2012,369250.0,4648.0,2695.0,160467.0,43.45754908598511,25697.0,Orleans Parish, Louisiana,7343.0,1.9886255924170617
"Ouachita Parish, Louisiana",2012,155363.0,1274.0,547.0,63542.0,40.899055759736875,20917.0,Ouachita Parish, Louisiana,1821.0,1.1720937417531845
"Rapides Parish, Louisiana",2012,132373.0,1610.0,309.0,53749.0,40.60420176319944,20750.0,Rapides Parish, Louisiana,1919.0,1.4496914023252476
"St. Landry Parish, Louisiana",2012,83662.0,803.0,84.0,32789.0,39.19222586120341,19237.0,St. Landry Parish, Louisiana,887.0,1.06021849824293
"St. Tammany Parish, Louisiana",2012,239453.0,3693.0,1438.0,109060.0,45.54547238915361,29083.0,St. Tammany Parish, Louisiana,5131.0,2.1428004660622335
"Tangipahoa Parish, Louisiana",2012,123441.0,702.0,0.0,50284.0,40.73525003847992,19361.0,Tangipahoa Parish, Louisiana,702.0,0.5686927358009088
"Terrebonne Parish, Louisiana",2012,111893.0,667.0,285.0,48323.0,43.186794526914106,24396.0,Terrebonne Parish, Louisiana,952.0,0.8508128301144844
"Androscoggin County, Maine",2012,107609.0,1140.0,478.0,54147.0,50.318281928091515,25305.0,Androscoggin County, Maine,1618.0,1.503591707013354
"Aroostook County, Maine",2012,70868.0,493.0,106.0,31122.0,43.91544843935203,20868.0,Aroostook County, Maine,599.0,0.8452333916577298
"Cumberland County, Maine",2012,283921.0,6352.0,2081.0,150537.0,53.02073464097408,31871.0,Cumberland County, Maine,8433.0,2.9701924126781747
"Kennebec County, Maine",2012,121853.0,1842.0,654.0,54744.0,44.92626361271368,25485.0,Kennebec County, Maine,2496.0,2.0483697570022894
"Penobscot County, Maine",2012,153746.0,2062.0,1159.0,72835.0,47.3735902072249,22635.0,Penobscot County, Maine,3221.0,2.0950138540189664
"York County, Maine",2012,199005.0,3303.0,1193.0,102330.0,51.42081857239768,27909.0,York County, Maine,4496.0,2.259239717595035
"Allegany County, Maryland",2012,74012.0,460.0,228.0,30037.0,40.58395935794196,22252.0,Allegany County, Maryland,688.0,0.9295789871912662
"Anne Arundel County, Maryland",2012,550488.0,19084.0,9107.0,281026.0,51.050340788536715,40282.0,Anne Arundel County, Maryland,28191.0,5.121092557875921
"Baltimore County, Maryland",2012,817455.0,19880.0,9792.0,402335.0,49.21799976757131,32700.0,Baltimore County, Maryland,29672.0,3.629802252111737
"Calvert County, Maryland",2012,89628.0,2438.0,1269.0,44355.0,49.48788325076985,36712.0,Calvert County, Maryland,3707.0,4.135984290623465
"Carroll County, Maryland",2012,167217.0,5626.0,1236.0,87808.0,52.51140733298648,34104.0,Carroll County, Maryland,6862.0,4.103649748530352
"Cecil County, Maryland",2012,101696.0,2270.0,555.0,45275.0,44.5199417872876,26139.0,Cecil County, Maryland,2825.0,2.777887035871617
"Charles County, Maryland",2012,150592.0,3636.0,2647.0,76790.0,50.99208457288568,36788.0,Charles County, Maryland,6283.0,4.172200382490438
"Frederick County, Maryland",2012,239582.0,9718.0,4057.0,126794.0,52.9230075715204,35332.0,Frederick County, Maryland,13775.0,5.749597215149719
"Harford County, Maryland",2012,248622.0,8116.0,3035.0,127407.0,51.24526389458696,33735.0,Harford County, Maryland,11151.0,4.485121992422232
"Howard County, Maryland",2012,299430.0,20283.0,7973.0,162514.0,54.274454797448485,48008.0,Howard County, Maryland,28256.0,9.436596199445614
"Montgomery County, Maryland",2012,1004709.0,45404.0,23449.0,530886.0,52.839777487809904,47067.0,Montgomery County, Maryland,68853.0,6.8530290860338665
"Prince George's County, Maryland",2012,881138.0,20603.0,13535.0,458339.0,52.01671020884356,31110.0,Prince George's County, Maryland,34138.0,3.8743079971582204
"St. Mary's County, Maryland",2012,108987.0,6252.0,1544.0,55558.0,50.9767219943663,36761.0,St. Mary's County, Maryland,7796.0,7.153146705570388
"Washington County, Maryland",2012,149180.0,2545.0,1120.0,68500.0,45.91768333556777,25334.0,Washington County, Maryland,3665.0,2.456763641238772
"Wicomico County, Maryland",2012,100647.0,1327.0,573.0,47886.0,47.57816924498495,24673.0,Wicomico County, Maryland,1900.0,1.8877860244219897
"Baltimore city, Maryland",2012,621342.0,8391.0,6509.0,264193.0,42.51973953153014,23457.0,Baltimore city, Maryland,14900.0,2.398035220538769
"Barnstable County, Massachusetts",2012,215423.0,3056.0,1054.0,100064.0,46.45000765934928,35066.0,Barnstable County, Massachusetts,4110.0,1.907874275263087
"Berkshire County, Massachusetts",2012,130016.0,1612.0,706.0,61207.0,47.07651365985725,27883.0,Berkshire County, Massachusetts,2318.0,1.78285749446222
"Bristol County, Massachusetts",2012,551082.0,8735.0,3209.0,260287.0,47.23199088338941,27541.0,Bristol County, Massachusetts,11944.0,2.1673725507274777
"Essex County, Massachusetts",2012,755618.0,16332.0,4634.0,376300.0,49.800295916719826,35265.0,Essex County, Massachusetts,20966.0,2.774682445362604
"Franklin County, Massachusetts",2012,71540.0,1270.0,487.0,36682.0,51.27481129438077,28874.0,Franklin County, Massachusetts,1757.0,2.455968688845401
"Hampden County, Massachusetts",2012,465923.0,5402.0,1920.0,205210.0,44.04375830341065,25626.0,Hampden County, Massachusetts,7322.0,1.571504304359304
"Hampshire County, Massachusetts",2012,159795.0,3417.0,2108.0,82663.0,51.730654901592665,28458.0,Hampshire County, Massachusetts,5525.0,3.457554992333928
"Middlesex County, Massachusetts",2012,1537215.0,68674.0,28983.0,819903.0,53.336911232325996,42530.0,Middlesex County, Massachusetts,97657.0,6.352852398656012
"Norfolk County, Massachusetts",2012,681845.0,18700.0,8336.0,347914.0,51.02537966839971,42430.0,Norfolk County, Massachusetts,27036.0,3.965124038454487
"Plymouth County, Massachusetts",2012,499759.0,6962.0,2691.0,248961.0,49.8162114139015,34046.0,Plymouth County, Massachusetts,9653.0,1.9315309979410076
"Suffolk County, Massachusetts",2012,744426.0,16021.0,10812.0,385764.0,51.82032868277035,31478.0,Suffolk County, Massachusetts,26833.0,3.6045221418918736
"Worcester County, Massachusetts",2012,806163.0,23526.0,8028.0,396201.0,49.14651255391279,30599.0,Worcester County, Massachusetts,31554.0,3.9140967769545365
"Allegan County, Michigan",2012,112039.0,1270.0,335.0,48102.0,42.93326430974928,24300.0,Allegan County, Michigan,1605.0,1.4325368844777264
"Bay County, Michigan",2012,106935.0,1133.0,298.0,45709.0,42.74465796979474,23391.0,Bay County, Michigan,1431.0,1.3381961004348435
"Berrien County, Michigan",2012,156067.0,2338.0,842.0,66802.0,42.80341135537942,22705.0,Berrien County, Michigan,3180.0,2.037586421216529
"Calhoun County, Michigan",2012,135099.0,1711.0,606.0,58247.0,43.11430876616407,21604.0,Calhoun County, Michigan,2317.0,1.7150386013219936
"Clinton County, Michigan",2012,76001.0,1215.0,556.0,36119.0,47.524374679280534,29456.0,Clinton County, Michigan,1771.0,2.3302324969408295
"Eaton County, Michigan",2012,108008.0,2094.0,1102.0,51555.0,47.73257536478779,26497.0,Eaton County, Michigan,3196.0,2.959040071105844
"Genesee County, Michigan",2012,418408.0,4583.0,1477.0,158154.0,37.79899045907344,21560.0,Genesee County, Michigan,6060.0,1.4483470679336914
"Grand Traverse County, Michigan",2012,89112.0,1091.0,312.0,43832.0,49.187539276416196,27087.0,Grand Traverse County, Michigan,1403.0,1.5744231977735883
"Ingham County, Michigan",2012,281723.0,5765.0,1501.0,128318.0,45.54757687515751,23551.0,Ingham County, Michigan,7266.0,2.579129144585284
"Isabella County, Michigan",2012,70617.0,521.0,149.0,31533.0,44.653553676876676,20321.0,Isabella County, Michigan,670.0,0.9487800388008554
"Jackson County, Michigan",2012,160309.0,2124.0,321.0,64622.0,40.31089957519541,21311.0,Jackson County, Michigan,2445.0,1.525179497096233
"Kalamazoo County, Michigan",2012,254580.0,5552.0,1738.0,120299.0,47.25390839814597,24888.0,Kalamazoo County, Michigan,7290.0,2.863539948149894
"Kent County, Michigan",2012,614462.0,10319.0,3062.0,296401.0,48.23748254570665,25489.0,Kent County, Michigan,13381.0,2.1776773828161873
"Lapeer County, Michigan",2012,88173.0,1542.0,274.0,36968.0,41.926666893493476,23124.0,Lapeer County, Michigan,1816.0,2.059587402039173
"Lenawee County, Michigan",2012,98987.0,1142.0,631.0,41879.0,42.30757574226919,22034.0,Lenawee County, Michigan,1773.0,1.7911442916746643
"Livingston County, Michigan",2012,182838.0,5468.0,1077.0,90350.0,49.41532941729837,32012.0,Livingston County, Michigan,6545.0,3.5796716218729143
"Macomb County, Michigan",2012,847383.0,18655.0,4974.0,395039.0,46.61870724335985,26413.0,Macomb County, Michigan,23629.0,2.788467552452669
"Marquette County, Michigan",2012,67906.0,830.0,277.0,30237.0,44.527729508438135,22621.0,Marquette County, Michigan,1107.0,1.6301946808823964
"Midland County, Michigan",2012,83822.0,2868.0,693.0,37442.0,44.668464126363006,28272.0,Midland County, Michigan,3561.0,4.248288038939658
"Monroe County, Michigan",2012,151048.0,2112.0,430.0,68176.0,45.13532122239288,24672.0,Monroe County, Michigan,2542.0,1.6829087442402417
"Muskegon County, Michigan",2012,170182.0,1845.0,580.0,69308.0,40.72581119037266,20195.0,Muskegon County, Michigan,2425.0,1.4249450588193817
"Oakland County, Michigan",2012,1220657.0,44906.0,11451.0,599088.0,49.079143444882554,36045.0,Oakland County, Michigan,56357.0,4.6169398938440525
"Ottawa County, Michigan",2012,269099.0,5603.0,622.0,130240.0,48.39854477348485,24852.0,Ottawa County, Michigan,6225.0,2.3132750400410256
"Saginaw County, Michigan",2012,198353.0,2358.0,1096.0,77992.0,39.31979854098501,21128.0,Saginaw County, Michigan,3454.0,1.74133993435945
"St. Clair County, Michigan",2012,160644.0,2037.0,548.0,68126.0,42.408057568287646,24019.0,St. Clair County, Michigan,2585.0,1.6091481785812107
"Shiawassee County, Michigan",2012,69232.0,581.0,281.0,28460.0,41.10815807718974,21651.0,Shiawassee County, Michigan,862.0,1.2450889761959787
"Van Buren County, Michigan",2012,75454.0,1181.0,698.0,30147.0,39.954144246825884,20401.0,Van Buren County, Michigan,1879.0,2.490258965727463
"Washtenaw County, Michigan",2012,350946.0,16042.0,4960.0,172625.0,49.1884791392408,32625.0,Washtenaw County, Michigan,21002.0,5.9843964598542225
"Wayne County, Michigan",2012,1792365.0,26986.0,8843.0,679251.0,37.896912738197855,21309.0,Wayne County, Michigan,35829.0,1.9989790026027066
"Anoka County, Minnesota",2012,336414.0,9488.0,2591.0,179363.0,53.316152122087665,30233.0,Anoka County, Minnesota,12079.0,3.5905164469968556
"Blue Earth County, Minnesota",2012,65091.0,986.0,239.0,35840.0,55.0613756126039,26994.0,Blue Earth County, Minnesota,1225.0,1.8819806117589222
"Carver County, Minnesota",2012,93707.0,2144.0,760.0,49897.0,53.24788969874182,37918.0,Carver County, Minnesota,2904.0,3.099021417823642
"Dakota County, Minnesota",2012,405088.0,13598.0,4338.0,219584.0,54.206493403902364,33854.0,Dakota County, Minnesota,17936.0,4.427679911525397
"Hennepin County, Minnesota",2012,1184576.0,41540.0,12400.0,638677.0,53.91608474255767,36761.0,Hennepin County, Minnesota,53940.0,4.553528013398887
"Olmsted County, Minnesota",2012,147066.0,4175.0,2172.0,79836.0,54.28583085145445,31839.0,Olmsted County, Minnesota,6347.0,4.315749391429699
"Ramsey County, Minnesota",2012,520152.0,13883.0,6320.0,257980.0,49.59704086497793,28548.0,Ramsey County, Minnesota,20203.0,3.8840569679632106
"St. Louis County, Minnesota",2012,200319.0,2213.0,872.0,93339.0,46.59518068680455,25348.0,St. Louis County, Minnesota,3085.0,1.5400436304094969
"Scott County, Minnesota",2012,135152.0,4051.0,1425.0,72982.0,53.99994080738724,35979.0,Scott County, Minnesota,5476.0,4.051734343553925
"Sherburne County, Minnesota",2012,89455.0,1978.0,271.0,47144.0,52.701358224805766,26923.0,Sherburne County, Minnesota,2249.0,2.5141132412945058
"Stearns County, Minnesota",2012,151606.0,1601.0,844.0,81528.0,53.77623576903289,25839.0,Stearns County, Minnesota,2445.0,1.612733005290028
"Washington County, Minnesota",2012,244088.0,7241.0,2135.0,129721.0,53.14517714922487,36898.0,Washington County, Minnesota,9376.0,3.8412375864442327
"Wright County, Minnesota",2012,127336.0,2546.0,715.0,66535.0,52.251523528303075,30680.0,Wright County, Minnesota,3261.0,2.5609411321228874
"DeSoto County, Mississippi",2012,166234.0,2155.0,891.0,80472.0,48.40886942502737,24974.0,DeSoto County, Mississippi,3046.0,1.8323567982482525
"Forrest County, Mississippi",2012,76894.0,454.0,132.0,30918.0,40.20859885036544,16947.0,Forrest County, Mississippi,586.0,0.7620880692901917
"Harrison County, Mississippi",2012,194029.0,1521.0,293.0,80378.0,41.42576625143664,22265.0,Harrison County, Mississippi,1814.0,0.9349117915363168
"Hinds County, Mississippi",2012,248643.0,1688.0,1113.0,103397.0,41.58452077878726,20293.0,Hinds County, Mississippi,2801.0,1.1265147219105303
"Jackson County, Mississippi",2012,140298.0,1798.0,428.0,58575.0,41.750416969593296,24769.0,Jackson County, Mississippi,2226.0,1.586622760124877
"Jones County, Mississippi",2012,68641.0,601.0,0.0,27954.0,40.72493116359028,20366.0,Jones County, Mississippi,601.0,0.8755699946096356
"Lauderdale County, Mississippi",2012,80220.0,362.0,157.0,31684.0,39.49638494141112,19046.0,Lauderdale County, Mississippi,519.0,0.6469708302169035
"Lee County, Mississippi",2012,85042.0,823.0,398.0,38882.0,45.720937889513415,21371.0,Lee County, Mississippi,1221.0,1.435761153312481
"Madison County, Mississippi",2012,98468.0,1357.0,710.0,46276.0,46.995978388918225,33564.0,Madison County, Mississippi,2067.0,2.099159117682902
"Rankin County, Mississippi",2012,145165.0,2452.0,608.0,66305.0,45.6756105121758,25738.0,Rankin County, Mississippi,3060.0,2.1079461302655598
"Boone County, Missouri",2012,168535.0,4828.0,1793.0,86878.0,51.548936422701516,27086.0,Boone County, Missouri,6621.0,3.928560833061382
"Buchanan County, Missouri",2012,89706.0,552.0,538.0,41152.0,45.874300492720664,21158.0,Buchanan County, Missouri,1090.0,1.2150803736650837
"Cape Girardeau County, Missouri",2012,76950.0,293.0,173.0,36474.0,47.39961013645224,23286.0,Cape Girardeau County, Missouri,466.0,0.6055880441845354
"Cass County, Missouri",2012,100376.0,1176.0,561.0,46584.0,46.40950027895114,25848.0,Cass County, Missouri,1737.0,1.7304933450227145
"Christian County, Missouri",2012,79824.0,908.0,558.0,36138.0,45.27209861695731,23483.0,Christian County, Missouri,1466.0,1.8365403888554819
"Clay County, Missouri",2012,227577.0,5895.0,1792.0,115262.0,50.64747316292947,27934.0,Clay County, Missouri,7687.0,3.377757857780004
"Cole County, Missouri",2012,76363.0,1576.0,492.0,36648.0,47.99182850333277,24885.0,Cole County, Missouri,2068.0,2.708117805743619
"Franklin County, Missouri",2012,101412.0,1271.0,285.0,48318.0,47.645249082948766,24604.0,Franklin County, Missouri,1556.0,1.5343351871573385
"Greene County, Missouri",2012,280626.0,3457.0,2283.0,135664.0,48.34334666068005,22747.0,Greene County, Missouri,5740.0,2.0454270096142193
"Jackson County, Missouri",2012,677377.0,10224.0,5187.0,318083.0,46.958045519703205,25087.0,Jackson County, Missouri,15411.0,2.275099390738097
"Jasper County, Missouri",2012,115258.0,1227.0,276.0,54386.0,47.18631244685835,20601.0,Jasper County, Missouri,1503.0,1.3040309566364157
"Jefferson County, Missouri",2012,220209.0,2750.0,1287.0,105901.0,48.09113160679173,23627.0,Jefferson County, Missouri,4037.0,1.8332584045157099
"Platte County, Missouri",2012,92054.0,1638.0,940.0,49142.0,53.38388337280292,34294.0,Platte County, Missouri,2578.0,2.800530123623091
"St. Charles County, Missouri",2012,368666.0,12971.0,2829.0,192884.0,52.319443615630405,31118.0,St. Charles County, Missouri,15800.0,4.285722035663717
"St. Francois County, Missouri",2012,65917.0,323.0,0.0,25968.0,39.39499673832243,17414.0,St. Francois County, Missouri,323.0,0.4900101642975257
"St. Louis County, Missouri",2012,1000438.0,22973.0,9743.0,486928.0,48.67148189093177,33121.0,St. Louis County, Missouri,32716.0,3.2701676665620463
"St. Louis city, Missouri",2012,318172.0,5447.0,1783.0,141006.0,44.31753894120161,22531.0,St. Louis city, Missouri,7230.0,2.2723558326942657
"Cascade County, Montana",2012,81723.0,684.0,211.0,35298.0,43.19224698065416,23650.0,Cascade County, Montana,895.0,1.0951629284289612
"Flathead County, Montana",2012,91633.0,1396.0,826.0,41443.0,45.227156155533486,26894.0,Flathead County, Montana,2222.0,2.424890596182598
"Gallatin County, Montana",2012,92614.0,2855.0,1539.0,51589.0,55.703241410585875,30700.0,Gallatin County, Montana,4394.0,4.744423089381735
"Missoula County, Montana",2012,110977.0,2574.0,1035.0,59681.0,53.77780981644845,25495.0,Missoula County, Montana,3609.0,3.2520251944096525
"Yellowstone County, Montana",2012,151882.0,2033.0,639.0,77502.0,51.02777155950014,26329.0,Yellowstone County, Montana,2672.0,1.7592604785293846
"Douglas County, Nebraska",2012,531265.0,11297.0,4096.0,269420.0,50.71292104693514,27550.0,Douglas County, Nebraska,15393.0,2.897424072732064
"Lancaster County, Nebraska",2012,293407.0,7980.0,2472.0,158137.0,53.896805461355726,26798.0,Lancaster County, Nebraska,10452.0,3.5622871983286015
"Sarpy County, Nebraska",2012,165853.0,6053.0,1063.0,85923.0,51.80672040903692,29804.0,Sarpy County, Nebraska,7116.0,4.290546447757954
"Clark County, Nevada",2012,2000759.0,15799.0,7236.0,894356.0,44.70083603272558,25098.0,Clark County, Nevada,23035.0,1.1513130766873971
"Washoe County, Nevada",2012,429908.0,7030.0,2871.0,200638.0,46.66998520613713,26589.0,Washoe County, Nevada,9901.0,2.303050885305693
"Cheshire County, New Hampshire",2012,76851.0,1085.0,337.0,39342.0,51.19256743568724,28611.0,Cheshire County, New Hampshire,1422.0,1.8503337627356835
"Grafton County, New Hampshire",2012,89181.0,2009.0,1304.0,45408.0,50.916675076529756,31275.0,Grafton County, New Hampshire,3313.0,3.714916854486942
"Hillsborough County, New Hampshire",2012,402922.0,15186.0,3858.0,214767.0,53.30237614228064,33773.0,Hillsborough County, New Hampshire,19044.0,4.726473113902939
"Merrimack County, New Hampshire",2012,146761.0,3299.0,686.0,74931.0,51.05647958245038,29686.0,Merrimack County, New Hampshire,3985.0,2.7152990235825594
"Rockingham County, New Hampshire",2012,297820.0,10072.0,3264.0,163718.0,54.97213081727218,36803.0,Rockingham County, New Hampshire,13336.0,4.477872540460681
"Strafford County, New Hampshire",2012,124119.0,2629.0,1079.0,63563.0,51.211337506747554,26895.0,Strafford County, New Hampshire,3708.0,2.987455586977014
"Atlantic County, New Jersey",2012,275422.0,3253.0,1243.0,125961.0,45.73381937535854,25338.0,Atlantic County, New Jersey,4496.0,1.632404092628766
"Bergen County, New Jersey",2012,918888.0,22340.0,5486.0,450369.0,49.012393240525505,42261.0,Bergen County, New Jersey,27826.0,3.028225420290612
"Burlington County, New Jersey",2012,451336.0,9782.0,2938.0,214751.0,47.581181204246946,36133.0,Burlington County, New Jersey,12720.0,2.8182994487477178
"Camden County, New Jersey",2012,513539.0,8818.0,3194.0,236324.0,46.0187054926695,29529.0,Camden County, New Jersey,12012.0,2.3390628559856212
"Cape May County, New Jersey",2012,96304.0,610.0,452.0,43170.0,44.8267984715069,31313.0,Cape May County, New Jersey,1062.0,1.102757933211497
"Cumberland County, New Jersey",2012,157785.0,359.0,368.0,60989.0,38.65323066197674,21317.0,Cumberland County, New Jersey,727.0,0.46075355705548693
"Essex County, New Jersey",2012,787744.0,9636.0,4169.0,346429.0,43.97735812649795,30692.0,Essex County, New Jersey,13805.0,1.7524728845919486
"Gloucester County, New Jersey",2012,289586.0,5007.0,1592.0,138820.0,47.93740028868799,32253.0,Gloucester County, New Jersey,6599.0,2.2787703825461176
"Hudson County, New Jersey",2012,652302.0,17715.0,4835.0,328898.0,50.42112395792133,32030.0,Hudson County, New Jersey,22550.0,3.4569877142795824
"Hunterdon County, New Jersey",2012,127050.0,4355.0,1339.0,67923.0,53.4616292798111,51192.0,Hunterdon County, New Jersey,5694.0,4.481700118063754
"Mercer County, New Jersey",2012,368303.0,8983.0,4577.0,173086.0,46.99554442945075,36856.0,Mercer County, New Jersey,13560.0,3.681751166838174
"Middlesex County, New Jersey",2012,823041.0,33011.0,11563.0,397038.0,48.24036712630355,33367.0,Middlesex County, New Jersey,44574.0,5.415769080762684
"Monmouth County, New Jersey",2012,629384.0,13609.0,3869.0,305207.0,48.49297090488478,40824.0,Monmouth County, New Jersey,17478.0,2.7770010041564452
"Morris County, New Jersey",2012,497999.0,14783.0,3940.0,258655.0,51.938859314978544,47003.0,Morris County, New Jersey,18723.0,3.759646103707036
"Ocean County, New Jersey",2012,580470.0,7051.0,1973.0,243050.0,41.871242269195655,29788.0,Ocean County, New Jersey,9024.0,1.5546023050286837
"Passaic County, New Jersey",2012,502885.0,7635.0,2231.0,228235.0,45.38512781252175,27477.0,Passaic County, New Jersey,9866.0,1.9618799526730761
"Salem County, New Jersey",2012,65774.0,1014.0,474.0,28364.0,43.12342262900234,27801.0,Salem County, New Jersey,1488.0,2.2622920910998268
"Somerset County, New Jersey",2012,327707.0,12721.0,4459.0,166757.0,50.88600487630719,46282.0,Somerset County, New Jersey,17180.0,5.24248795417858
"Sussex County, New Jersey",2012,147442.0,3428.0,866.0,77067.0,52.26936693750763,35555.0,Sussex County, New Jersey,4294.0,2.912331628708238
"Union County, New Jersey",2012,543976.0,9425.0,3179.0,261426.0,48.058370222215686,32854.0,Union County, New Jersey,12604.0,2.317013985911143
"Warren County, New Jersey",2012,107653.0,1487.0,687.0,53510.0,49.70599983279612,30726.0,Warren County, New Jersey,2174.0,2.0194513854699823
"Bernalillo County, New Mexico",2012,673460.0,15285.0,4225.0,307066.0,45.595284055474714,25651.0,Bernalillo County, New Mexico,19510.0,2.8969797760817273
"Chaves County, New Mexico",2012,65784.0,591.0,130.0,25933.0,39.42143986379667,21274.0,Chaves County, New Mexico,721.0,1.0960111881308525
"Do?a Ana County, New Mexico",2012,214445.0,2923.0,1762.0,88809.0,41.413416027419615,18423.0,Do?a Ana County, New Mexico,4685.0,2.1847093660379118
"Lea County, New Mexico",2012,66338.0,518.0,75.0,28755.0,43.34619674997739,23928.0,Lea County, New Mexico,593.0,0.8939069613193042
"McKinley County, New Mexico",2012,73016.0,493.0,50.0,23099.0,31.635531938205325,12304.0,McKinley County, New Mexico,543.0,0.7436726196997918
"Otero County, New Mexico",2012,66041.0,,,21170.0,32.05584409684893,18872.0,Otero County, New Mexico,,
"Sandoval County, New Mexico",2012,135588.0,2637.0,919.0,57687.0,42.54580051331976,25569.0,Sandoval County, New Mexico,3556.0,2.6226509720624245
"San Juan County, New Mexico",2012,128529.0,2462.0,949.0,51198.0,39.83381182456878,21091.0,San Juan County, New Mexico,3411.0,2.6538757790070724
"Santa Fe County, New Mexico",2012,146375.0,3173.0,1168.0,68521.0,46.81195559350982,30973.0,Santa Fe County, New Mexico,4341.0,2.965670367207515
"Valencia County, New Mexico",2012,76631.0,885.0,234.0,28283.0,36.908039827223966,19187.0,Valencia County, New Mexico,1119.0,1.4602445485508475
"Albany County, New York",2012,305455.0,8743.0,2809.0,149943.0,49.08840909462933,31014.0,Albany County, New York,11552.0,3.781899134078669
"Bronx County, New York",2012,1408473.0,8407.0,2936.0,541891.0,38.47365196208944,17603.0,Bronx County, New York,11343.0,0.8053402514638193
"Broome County, New York",2012,198060.0,4408.0,1438.0,90370.0,45.62758759971726,24948.0,Broome County, New York,5846.0,2.9516308189437543
"Cattaraugus County, New York",2012,79458.0,637.0,292.0,34952.0,43.988018827556694,21470.0,Cattaraugus County, New York,929.0,1.1691711344358025
"Cayuga County, New York",2012,79552.0,642.0,140.0,34344.0,43.17176186645213,23797.0,Cayuga County, New York,782.0,0.9830048270313757
"Chautauqua County, New York",2012,133539.0,725.0,446.0,57829.0,43.304952111368216,22671.0,Chautauqua County, New York,1171.0,0.8768973857824306
"Chemung County, New York",2012,88911.0,877.0,905.0,39320.0,44.22399928017906,22979.0,Chemung County, New York,1782.0,2.0042514424536897
"Clinton County, New York",2012,81654.0,835.0,100.0,36171.0,44.297891101476964,25736.0,Clinton County, New York,935.0,1.1450755627403435
"Dutchess County, New York",2012,297322.0,6924.0,1931.0,143221.0,48.17033384680582,32405.0,Dutchess County, New York,8855.0,2.9782525342894233
"Erie County, New York",2012,919086.0,15084.0,4485.0,439765.0,47.84807950507352,27469.0,Erie County, New York,19569.0,2.129180511943387
"Jefferson County, New York",2012,120262.0,651.0,316.0,43941.0,36.53772596497647,22544.0,Jefferson County, New York,967.0,0.8040777635495834
"Kings County, New York",2012,2565635.0,29501.0,13386.0,1132538.0,44.142600175005406,24190.0,Kings County, New York,42887.0,1.6715939718627164
"Livingston County, New York",2012,64810.0,1121.0,230.0,30364.0,46.85079463045826,22837.0,Livingston County, New York,1351.0,2.0845548526461966
"Madison County, New York",2012,72382.0,824.0,790.0,32838.0,45.36763283689315,24071.0,Madison County, New York,1614.0,2.229836147108397
"Monroe County, New York",2012,747813.0,20591.0,6771.0,361068.0,48.28319379310068,27948.0,Monroe County, New York,27362.0,3.658936124405433
"Nassau County, New York",2012,1349233.0,19762.0,6070.0,654409.0,48.502297231093515,39933.0,Nassau County, New York,25832.0,1.9145692404499446
"New York County, New York",2012,1619090.0,31696.0,19148.0,867170.0,53.55909801184616,60290.0,New York County, New York,50844.0,3.140282504369739
"Niagara County, New York",2012,215124.0,4134.0,985.0,99534.0,46.26819880626987,26104.0,Niagara County, New York,5119.0,2.3795578364106285
"Oneida County, New York",2012,233556.0,2604.0,1099.0,103372.0,44.26004898182877,25304.0,Oneida County, New York,3703.0,1.5854869924129544
"Onondaga County, New York",2012,466852.0,8353.0,2547.0,218358.0,46.77242466563279,27951.0,Onondaga County, New York,10900.0,2.3347870417177177
"Ontario County, New York",2012,108519.0,2207.0,815.0,52483.0,48.36295948174974,26947.0,Ontario County, New York,3022.0,2.7847658013804035
"Orange County, New York",2012,374512.0,4665.0,1866.0,168952.0,45.11257316187465,29397.0,Orange County, New York,6531.0,1.743869355321058
"Oswego County, New York",2012,121700.0,1139.0,264.0,51946.0,42.68364831552999,22861.0,Oswego County, New York,1403.0,1.152834839769926
"Putnam County, New York",2012,99607.0,2157.0,734.0,50868.0,51.06869999096449,40356.0,Putnam County, New York,2891.0,2.9024064573774937
"Queens County, New York",2012,2272771.0,30146.0,10035.0,1086224.0,47.792936463902436,25352.0,Queens County, New York,40181.0,1.767929985027088
"Rensselaer County, New York",2012,159835.0,3847.0,1674.0,80601.0,50.42762849188225,29887.0,Rensselaer County, New York,5521.0,3.4541871304783056
"Richmond County, New York",2012,470728.0,5940.0,3055.0,208219.0,44.233400180146496,29939.0,Richmond County, New York,8995.0,1.9108699716184292
"Rockland County, New York",2012,317757.0,6008.0,1971.0,143217.0,45.0712336785657,33091.0,Rockland County, New York,7979.0,2.511038309148186
"St. Lawrence County, New York",2012,112232.0,872.0,180.0,44181.0,39.36577803122104,23082.0,St. Lawrence County, New York,1052.0,0.9373440729916601
"Saratoga County, New York",2012,222133.0,6609.0,1904.0,111283.0,50.09746413184894,34109.0,Saratoga County, New York,8513.0,3.832388704064682
"Schenectady County, New York",2012,155124.0,3649.0,1547.0,74318.0,47.90876975838684,28324.0,Schenectady County, New York,5196.0,3.349578401794693
"Steuben County, New York",2012,99063.0,1824.0,574.0,43692.0,44.105266345658826,24502.0,Steuben County, New York,2398.0,2.4206817883569043
"Suffolk County, New York",2012,1499273.0,23534.0,7320.0,724626.0,48.33182482443157,36279.0,Suffolk County, New York,30854.0,2.057930743767146
"Sullivan County, New York",2012,76793.0,213.0,145.0,31718.0,41.303243785240845,24418.0,Sullivan County, New York,358.0,0.4661883244566562
