Name,Year,Population,Male in STEM,Female in STEM,Employment Count,Employment Rate,Income per Capita,County,State,Total in STEM,STEM Rate
"Sumter County, Florida",2011,97756.0,,,21074.0,21.557756045664718,24792.0,Sumter County, Florida,,
"Volusia County, Florida",2011,494804.0,5561.0,1073.0,187986.0,37.992012999086505,21920.0,Volusia County, Florida,6634.0,1.3407328962579121
"Barrow County, Georgia",2011,69912.0,,,31366.0,44.86497310905138,19310.0,Barrow County, Georgia,,
"Bartow County, Georgia",2011,100421.0,1461.0,636.0,40769.0,40.5980820744665,19748.0,Bartow County, Georgia,2097.0,2.088208641618785
"Bibb County, Georgia",2011,156433.0,1334.0,309.0,60754.0,38.83707401890906,19513.0,Bibb County, Georgia,1643.0,1.050289900468571
"Bulloch County, Georgia",2011,72881.0,358.0,211.0,31622.0,43.38853747890397,16868.0,Bulloch County, Georgia,569.0,0.7807247430743266
"Carroll County, Georgia",2011,111159.0,1206.0,290.0,45087.0,40.56081828731816,19708.0,Carroll County, Georgia,1496.0,1.34581995160086
"Chatham County, Georgia",2011,271544.0,3050.0,1127.0,115904.0,42.683322039890406,23137.0,Chatham County, Georgia,4177.0,1.5382405797955396
"Cherokee County, Georgia",2011,218286.0,4840.0,1148.0,107683.0,49.3311527079153,27369.0,Cherokee County, Georgia,5988.0,2.743190126714494
"Clarke County, Georgia",2011,117344.0,1243.0,1687.0,49215.0,41.94078947368421,17924.0,Clarke County, Georgia,2930.0,2.4969320970820834
"Clayton County, Georgia",2011,261532.0,2242.0,1218.0,109426.0,41.84038664484652,16479.0,Clayton County, Georgia,3460.0,1.3229738617071716
"Cobb County, Georgia",2011,697553.0,20957.0,6391.0,347854.0,49.86775198443703,30977.0,Cobb County, Georgia,27348.0,3.920562308527094
"Columbia County, Georgia",2011,128112.0,1669.0,364.0,60399.0,47.14546646684151,28476.0,Columbia County, Georgia,2033.0,1.5868927188709878
"Coweta County, Georgia",2011,129629.0,,,58620.0,45.22136250376073,24261.0,Coweta County, Georgia,,
"DeKalb County, Georgia",2011,699893.0,13431.0,8923.0,324092.0,46.30593533582991,26741.0,DeKalb County, Georgia,22354.0,3.1939167844227616
"Dougherty County, Georgia",2011,94788.0,562.0,157.0,34360.0,36.24931425918893,16007.0,Dougherty County, Georgia,719.0,0.7585348356332025
"Douglas County, Georgia",2011,133355.0,1137.0,910.0,59679.0,44.75197780360691,22867.0,Douglas County, Georgia,2047.0,1.5350005624086087
"Fayette County, Georgia",2011,107784.0,987.0,803.0,46777.0,43.39883470644994,33099.0,Fayette County, Georgia,1790.0,1.6607288651376828
"Floyd County, Georgia",2011,95989.0,324.0,309.0,37924.0,39.50869370448697,19728.0,Floyd County, Georgia,633.0,0.6594505620435674
"Forsyth County, Georgia",2011,181840.0,4445.0,3043.0,74299.0,40.85954685437748,26994.0,Forsyth County, Georgia,7488.0,4.117905851297844
"Fulton County, Georgia",2011,949599.0,26049.0,8003.0,447909.0,47.168225745814816,35399.0,Fulton County, Georgia,34052.0,3.5859346945394845
"Glynn County, Georgia",2011,80386.0,448.0,100.0,34866.0,43.37322419326748,24284.0,Glynn County, Georgia,548.0,0.681710745652228
"Gwinnett County, Georgia",2011,824941.0,18393.0,6540.0,380532.0,46.12838978787574,24582.0,Gwinnett County, Georgia,24933.0,3.022397965430255
"Hall County, Georgia",2011,183052.0,3045.0,680.0,79012.0,43.16369119157398,23156.0,Hall County, Georgia,3725.0,2.0349408911129077
"Henry County, Georgia",2011,207360.0,2336.0,1088.0,91051.0,43.90962577160494,24927.0,Henry County, Georgia,3424.0,1.6512345679012344
"Houston County, Georgia",2011,143925.0,3111.0,470.0,64187.0,44.59753343755428,22677.0,Houston County, Georgia,3581.0,2.4881014417231198
"Liberty County, Georgia",2011,65451.0,,,24613.0,37.60523139447831,20727.0,Liberty County, Georgia,,
"Lowndes County, Georgia",2011,111885.0,948.0,613.0,42684.0,38.14988604370559,17214.0,Lowndes County, Georgia,1561.0,1.3951825535147697
"Muscogee County, Georgia",2011,194107.0,1896.0,732.0,73211.0,37.71682628653269,21540.0,Muscogee County, Georgia,2628.0,1.3538924407672057
"Newton County, Georgia",2011,100814.0,,,40445.0,40.118435931517446,19965.0,Newton County, Georgia,,
"Paulding County, Georgia",2011,143542.0,1911.0,951.0,67456.0,46.99391118975631,22673.0,Paulding County, Georgia,2862.0,1.9938415237352136
"Richmond County, Georgia",2011,201217.0,1714.0,545.0,77473.0,38.5022140276418,19336.0,Richmond County, Georgia,2259.0,1.1226685618014383
"Rockdale County, Georgia",2011,85765.0,974.0,111.0,37334.0,43.530577741502945,22238.0,Rockdale County, Georgia,1085.0,1.2650848248119861
"Troup County, Georgia",2011,67764.0,510.0,133.0,27492.0,40.570214273065346,19379.0,Troup County, Georgia,643.0,0.9488814119591524
"Walker County, Georgia",2011,68848.0,,,28365.0,41.199453869393444,21558.0,Walker County, Georgia,,
"Walton County, Georgia",2011,84580.0,,,36274.0,42.887207377630645,22951.0,Walton County, Georgia,,
"Whitfield County, Georgia",2011,103184.0,955.0,148.0,44342.0,42.97371685532641,18547.0,Whitfield County, Georgia,1103.0,1.0689641804930996
"Hawaii County, Hawaii",2011,186738.0,1885.0,284.0,77284.0,41.3863273677559,22079.0,Hawaii County, Hawaii,2169.0,1.1615204189827457
"Honolulu County, Hawaii",2011,963607.0,16991.0,4717.0,441624.0,45.83030218751006,28432.0,Honolulu County, Hawaii,21708.0,2.2527856273356255
"Kauai County, Hawaii",2011,67701.0,1271.0,164.0,32398.0,47.85453686060767,24365.0,Kauai County, Hawaii,1435.0,2.1196141859056734
"Maui County, Hawaii",2011,156693.0,1407.0,265.0,78152.0,49.87587192790999,28281.0,Maui County, Hawaii,1672.0,1.0670546865526858
"Ada County, Idaho",2011,400842.0,10765.0,3125.0,184335.0,45.98694747556394,24947.0,Ada County, Idaho,13890.0,3.4652057419132727
"Bannock County, Idaho",2011,83691.0,1801.0,397.0,37384.0,44.669080307320975,18651.0,Bannock County, Idaho,2198.0,2.626327801077774
"Bonneville County, Idaho",2011,105772.0,3416.0,668.0,47835.0,45.224634118670345,21326.0,Bonneville County, Idaho,4084.0,3.8611352720946943
"Canyon County, Idaho",2011,191694.0,2519.0,682.0,72782.0,37.96780285246278,16140.0,Canyon County, Idaho,3201.0,1.6698488215593603
"Kootenai County, Idaho",2011,141132.0,2981.0,70.0,62750.0,44.46192217215089,23258.0,Kootenai County, Idaho,3051.0,2.161805968880197
"Twin Falls County, Idaho",2011,78005.0,466.0,363.0,32999.0,42.30369848086661,21460.0,Twin Falls County, Idaho,829.0,1.0627523876674572
"Adams County, Illinois",2011,67159.0,344.0,334.0,32898.0,48.9852439732575,21387.0,Adams County, Illinois,678.0,1.0095445137658392
"Champaign County, Illinois",2011,201685.0,6308.0,2439.0,94385.0,46.79822495475618,23537.0,Champaign County, Illinois,8747.0,4.336961102709671
"Cook County, Illinois",2011,5217080.0,80818.0,33618.0,2376858.0,45.559163363414015,28043.0,Cook County, Illinois,114436.0,2.193487544756837
"DeKalb County, Illinois",2011,104743.0,1021.0,415.0,51475.0,49.14409554815119,22276.0,DeKalb County, Illinois,1436.0,1.3709746713384188
"DuPage County, Illinois",2011,923222.0,27929.0,7450.0,470237.0,50.93433648678216,36711.0,DuPage County, Illinois,35379.0,3.832122718046147
"Kane County, Illinois",2011,520271.0,7271.0,2881.0,247595.0,47.58962156260872,28387.0,Kane County, Illinois,10152.0,1.9512907696181414
"Kankakee County, Illinois",2011,113698.0,836.0,488.0,47874.0,42.10628155288571,21997.0,Kankakee County, Illinois,1324.0,1.1644883815018734
"Kendall County, Illinois",2011,116631.0,2154.0,702.0,56286.0,48.25989659695964,29967.0,Kendall County, Illinois,2856.0,2.448748617434473
"Lake County, Illinois",2011,706222.0,14873.0,5880.0,329906.0,46.714206014539336,35908.0,Lake County, Illinois,20753.0,2.938594379670982
"LaSalle County, Illinois",2011,113518.0,1044.0,378.0,54017.0,47.58452404024032,24836.0,LaSalle County, Illinois,1422.0,1.2526647756302964
"McHenry County, Illinois",2011,308944.0,6885.0,1228.0,149908.0,48.52270961727692,30836.0,McHenry County, Illinois,8113.0,2.6260422600859705
"McLean County, Illinois",2011,170556.0,6245.0,1222.0,87100.0,51.06827083186754,29239.0,McLean County, Illinois,7467.0,4.378034194047703
"Macon County, Illinois",2011,110730.0,1425.0,582.0,48521.0,43.81919985550438,25244.0,Macon County, Illinois,2007.0,1.8125169330804662
"Madison County, Illinois",2011,268459.0,3590.0,1638.0,121028.0,45.08248931866691,25442.0,Madison County, Illinois,5228.0,1.9474109640578263
"Peoria County, Illinois",2011,186834.0,5892.0,1485.0,83361.0,44.617682006487044,26691.0,Peoria County, Illinois,7377.0,3.9484248049070296
"Rock Island County, Illinois",2011,147556.0,1696.0,714.0,68307.0,46.29225514380981,24224.0,Rock Island County, Illinois,2410.0,1.6332782130174306
"St. Clair County, Illinois",2011,270259.0,5236.0,1586.0,119308.0,44.14580087989669,24991.0,St. Clair County, Illinois,6822.0,2.5242452610273847
"Sangamon County, Illinois",2011,198844.0,4602.0,1336.0,94398.0,47.47339623021062,27701.0,Sangamon County, Illinois,5938.0,2.986260586188168
"Tazewell County, Illinois",2011,135661.0,2259.0,474.0,64496.0,47.542034925291716,25465.0,Tazewell County, Illinois,2733.0,2.0145804615917617
"Vermilion County, Illinois",2011,81509.0,336.0,68.0,31848.0,39.0729858052485,20382.0,Vermilion County, Illinois,404.0,0.49565078702965315
"Will County, Illinois",2011,681545.0,13636.0,3020.0,318489.0,46.73044333096127,28914.0,Will County, Illinois,16656.0,2.443859172908612
"Williamson County, Illinois",2011,66622.0,547.0,137.0,29373.0,44.0890396565699,21802.0,Williamson County, Illinois,684.0,1.0266878808801898
"Winnebago County, Illinois",2011,293993.0,3780.0,581.0,129910.0,44.18812692819217,23292.0,Winnebago County, Illinois,4361.0,1.4833686516345626
"Allen County, Indiana",2011,358327.0,5725.0,1380.0,161978.0,45.203961744440136,23985.0,Allen County, Indiana,7105.0,1.98282574296662
"Bartholomew County, Indiana",2011,77870.0,2554.0,701.0,36678.0,47.10157955566971,26372.0,Bartholomew County, Indiana,3255.0,4.180043662514447
"Clark County, Indiana",2011,111570.0,929.0,629.0,54096.0,48.486152191449314,25334.0,Clark County, Indiana,1558.0,1.3964327328134802
"Delaware County, Indiana",2011,117660.0,1096.0,103.0,47880.0,40.69352371239164,21839.0,Delaware County, Indiana,1199.0,1.0190379058303587
"Elkhart County, Indiana",2011,198941.0,2936.0,285.0,86551.0,43.505863547483926,20138.0,Elkhart County, Indiana,3221.0,1.6190729914899393
"Floyd County, Indiana",2011,74989.0,1144.0,564.0,36536.0,48.72181253250477,26037.0,Floyd County, Indiana,1708.0,2.2776673912173786
"Grant County, Indiana",2011,69793.0,556.0,104.0,28006.0,40.127233390168065,20120.0,Grant County, Indiana,660.0,0.9456535755734815
"Hamilton County, Indiana",2011,282810.0,10514.0,2390.0,144554.0,51.113468406350556,40114.0,Hamilton County, Indiana,12904.0,4.562780665464446
"Hancock County, Indiana",2011,70529.0,1455.0,518.0,33753.0,47.85690992357753,25448.0,Hancock County, Indiana,1973.0,2.7974308440499653
"Hendricks County, Indiana",2011,147979.0,4557.0,424.0,69499.0,46.96544780002568,26743.0,Hendricks County, Indiana,4981.0,3.3660181512241603
"Howard County, Indiana",2011,82800.0,614.0,128.0,35349.0,42.69202898550725,21083.0,Howard County, Indiana,742.0,0.8961352657004831
"Johnson County, Indiana",2011,141656.0,2912.0,466.0,68316.0,48.22669000960072,27103.0,Johnson County, Indiana,3378.0,2.384650138363359
"Kosciusko County, Indiana",2011,77336.0,1752.0,396.0,37568.0,48.57763525395676,24215.0,Kosciusko County, Indiana,2148.0,2.7774904313644355
"Lake County, Indiana",2011,495558.0,5109.0,1779.0,209739.0,42.323804680784086,23436.0,Lake County, Indiana,6888.0,1.3899483007034494
"LaPorte County, Indiana",2011,111374.0,879.0,201.0,46419.0,41.67848869574586,22210.0,LaPorte County, Indiana,1080.0,0.9697056763697093
"Madison County, Indiana",2011,131235.0,1140.0,464.0,51907.0,39.55271078599459,20836.0,Madison County, Indiana,1604.0,1.2222349220863338
"Marion County, Indiana",2011,911296.0,12742.0,4369.0,416899.0,45.74792383594354,22506.0,Marion County, Indiana,17111.0,1.8776555586768735
"Monroe County, Indiana",2011,139799.0,2891.0,1045.0,66726.0,47.729955149893776,22015.0,Monroe County, Indiana,3936.0,2.8154707830528114
"Morgan County, Indiana",2011,69464.0,1181.0,562.0,30478.0,43.875964528388806,25358.0,Morgan County, Indiana,1743.0,2.50921340550501
"Porter County, Indiana",2011,165537.0,3006.0,884.0,77960.0,47.095211342479324,27186.0,Porter County, Indiana,3890.0,2.349927810700931
"St. Joseph County, Indiana",2011,266700.0,3179.0,1091.0,120561.0,45.20472440944882,23019.0,St. Joseph County, Indiana,4270.0,1.601049868766404
"Tippecanoe County, Indiana",2011,174724.0,4148.0,1367.0,83599.0,47.84631762093359,22152.0,Tippecanoe County, Indiana,5515.0,3.1564066756713443
"Vanderburgh County, Indiana",2011,180305.0,2131.0,1113.0,85290.0,47.303180721555144,23429.0,Vanderburgh County, Indiana,3244.0,1.799173622473032
"Vigo County, Indiana",2011,108182.0,1329.0,271.0,48402.0,44.741269342404465,19960.0,Vigo County, Indiana,1600.0,1.4789891109426707
"Wayne County, Indiana",2011,68643.0,445.0,386.0,29153.0,42.470463120784345,20827.0,Wayne County, Indiana,831.0,1.2106114243258599
"Black Hawk County, Iowa",2011,131549.0,2561.0,648.0,66599.0,50.626762651179405,23274.0,Black Hawk County, Iowa,3209.0,2.4393952063489652
"Dallas County, Iowa",2011,69444.0,2898.0,160.0,35984.0,51.81729163066644,33282.0,Dallas County, Iowa,3058.0,4.403548182708369
"Dubuque County, Iowa",2011,94648.0,2165.0,307.0,50044.0,52.87380610261178,26180.0,Dubuque County, Iowa,2472.0,2.611782605020708
"Johnson County, Iowa",2011,133038.0,3051.0,1734.0,75518.0,56.76423277559795,28227.0,Johnson County, Iowa,4785.0,3.5967167275515264
"Linn County, Iowa",2011,213875.0,6597.0,2538.0,112552.0,52.62513150204559,29328.0,Linn County, Iowa,9135.0,4.271186440677966
"Polk County, Iowa",2011,437399.0,10130.0,3209.0,224187.0,51.25457534196466,28206.0,Polk County, Iowa,13339.0,3.049618311884572
"Pottawattamie County, Iowa",2011,93518.0,1185.0,461.0,45945.0,49.12957933232105,25092.0,Pottawattamie County, Iowa,1646.0,1.7600889668299151
"Scott County, Iowa",2011,167095.0,2796.0,1234.0,80052.0,47.908076244052786,26726.0,Scott County, Iowa,4030.0,2.4118016697088485
"Story County, Iowa",2011,89663.0,2976.0,758.0,47594.0,53.08098100665826,24246.0,Story County, Iowa,3734.0,4.164482562483967
"Woodbury County, Iowa",2011,102509.0,580.0,369.0,50003.0,48.77913158844589,22278.0,Woodbury County, Iowa,949.0,0.9257723712064305
"Butler County, Kansas",2011,65817.0,1101.0,370.0,30713.0,46.664235683789904,24048.0,Butler County, Kansas,1471.0,2.234984882325235
"Douglas County, Kansas",2011,112211.0,2375.0,1196.0,62866.0,56.02481040183226,24383.0,Douglas County, Kansas,3571.0,3.1823974476655588
"Johnson County, Kansas",2011,552991.0,16953.0,8539.0,297749.0,53.843371772777495,36905.0,Johnson County, Kansas,25492.0,4.609839943145548
"Leavenworth County, Kansas",2011,75527.0,1266.0,637.0,31790.0,42.09090788724562,24890.0,Leavenworth County, Kansas,1903.0,2.519628742039271
"Riley County, Kansas",2011,72997.0,992.0,362.0,32908.0,45.08130471115251,21578.0,Riley County, Kansas,1354.0,1.8548707481129363
"Sedgwick County, Kansas",2011,501076.0,10346.0,2862.0,235808.0,47.060326178064805,24259.0,Sedgwick County, Kansas,13208.0,2.635927484054315
"Shawnee County, Kansas",2011,178941.0,2416.0,674.0,84489.0,47.216121514912736,24950.0,Shawnee County, Kansas,3090.0,1.7268261605780675
"Wyandotte County, Kansas",2011,158224.0,1312.0,566.0,66729.0,42.17375366568915,17603.0,Wyandotte County, Kansas,1878.0,1.1869248660127414
"Boone County, Kentucky",2011,121737.0,2134.0,919.0,58996.0,48.46184808234144,25955.0,Boone County, Kentucky,3053.0,2.5078653162144624
"Bullitt County, Kentucky",2011,75109.0,456.0,154.0,36857.0,49.07134963852534,22833.0,Bullitt County, Kentucky,610.0,0.8121530043004168
"Campbell County, Kentucky",2011,90940.0,1987.0,513.0,45829.0,50.39476577963492,24604.0,Campbell County, Kentucky,2500.0,2.7490653177919504
"Christian County, Kentucky",2011,73591.0,589.0,160.0,23636.0,32.11805791469065,18477.0,Christian County, Kentucky,749.0,1.017787501189004
"Daviess County, Kentucky",2011,97234.0,1491.0,223.0,43283.0,44.514264557665015,22247.0,Daviess County, Kentucky,1714.0,1.7627578830450255
"Fayette County, Kentucky",2011,301569.0,6858.0,3072.0,153049.0,50.75090609445931,28778.0,Fayette County, Kentucky,9930.0,3.292778767048337
"Hardin County, Kentucky",2011,107456.0,1492.0,533.0,43572.0,40.54868969624776,23585.0,Hardin County, Kentucky,2025.0,1.8844922572960097
"Jefferson County, Kentucky",2011,746906.0,11232.0,3030.0,342750.0,45.88930869480229,26718.0,Jefferson County, Kentucky,14262.0,1.909477230066434
"Kenton County, Kentucky",2011,160406.0,1771.0,1070.0,75931.0,47.33675797663429,25894.0,Kenton County, Kentucky,2841.0,1.7711307557073925
"McCracken County, Kentucky",2011,65864.0,825.0,186.0,29730.0,45.138467144418804,24017.0,McCracken County, Kentucky,1011.0,1.5349811733268552
"Madison County, Kentucky",2011,84188.0,1041.0,548.0,36396.0,43.231814510381525,20492.0,Madison County, Kentucky,1589.0,1.8874423908395495
"Pike County, Kentucky",2011,64904.0,234.0,0.0,20881.0,32.17213114754098,19870.0,Pike County, Kentucky,234.0,0.3605324787378282
"Warren County, Kentucky",2011,115517.0,1700.0,645.0,57379.0,49.671476925474174,25002.0,Warren County, Kentucky,2345.0,2.0300042417999085
"Ascension Parish, Louisiana",2011,109985.0,1904.0,184.0,51845.0,47.13824612447152,26653.0,Ascension Parish, Louisiana,2088.0,1.898440696458608
"Bossier Parish, Louisiana",2011,119732.0,1197.0,319.0,54429.0,45.45902515618214,25529.0,Bossier Parish, Louisiana,1516.0,1.266161093107941
"Caddo Parish, Louisiana",2011,257051.0,1903.0,858.0,114880.0,44.691520359772966,24313.0,Caddo Parish, Louisiana,2761.0,1.0741059167246967
"Calcasieu Parish, Louisiana",2011,194092.0,2203.0,475.0,82270.0,42.387115388578614,22436.0,Calcasieu Parish, Louisiana,2678.0,1.3797580528821385
"East Baton Rouge Parish, Louisiana",2011,441438.0,8609.0,2408.0,215969.0,48.923971203204076,24591.0,East Baton Rouge Parish, Louisiana,11017.0,2.49570721143173
"Iberia Parish, Louisiana",2011,73400.0,804.0,50.0,31420.0,42.80653950953678,22128.0,Iberia Parish, Louisiana,854.0,1.1634877384196185
"Jefferson Parish, Louisiana",2011,432640.0,5193.0,1589.0,209129.0,48.337879068047336,24557.0,Jefferson Parish, Louisiana,6782.0,1.5675850591715976
"Lafayette Parish, Louisiana",2011,224390.0,4137.0,482.0,110517.0,49.252194839342216,27918.0,Lafayette Parish, Louisiana,4619.0,2.0584696287713355
"Lafourche Parish, Louisiana",2011,96666.0,1521.0,269.0,42220.0,43.67616328388472,24284.0,Lafourche Parish, Louisiana,1790.0,1.8517369085304036
"Livingston Parish, Louisiana",2011,130251.0,2434.0,390.0,60163.0,46.190048444925566,22737.0,Livingston Parish, Louisiana,2824.0,2.1681215499305186
"Orleans Parish, Louisiana",2011,360740.0,4292.0,2224.0,157140.0,43.5604590563841,25053.0,Orleans Parish, Louisiana,6516.0,1.8062870765648391
"Ouachita Parish, Louisiana",2011,154919.0,1254.0,396.0,66079.0,42.65390300737805,21272.0,Ouachita Parish, Louisiana,1650.0,1.0650727154190254
"Rapides Parish, Louisiana",2011,132374.0,902.0,363.0,50207.0,37.928142988804446,18109.0,Rapides Parish, Louisiana,1265.0,0.9556257271065315
"St. Landry Parish, Louisiana",2011,83552.0,349.0,37.0,31922.0,38.206147070088086,18355.0,St. Landry Parish, Louisiana,386.0,0.4619877441593259
"St. Tammany Parish, Louisiana",2011,236785.0,3735.0,1752.0,104615.0,44.181430411554786,28400.0,St. Tammany Parish, Louisiana,5487.0,2.317292058196254
"Tangipahoa Parish, Louisiana",2011,122571.0,903.0,490.0,52400.0,42.75073222866747,20344.0,Tangipahoa Parish, Louisiana,1393.0,1.1364841602010263
"Terrebonne Parish, Louisiana",2011,111917.0,542.0,0.0,49432.0,44.16844625928143,21382.0,Terrebonne Parish, Louisiana,542.0,0.48428746303063874
"Androscoggin County, Maine",2011,107398.0,1481.0,423.0,50847.0,47.34445706623959,22955.0,Androscoggin County, Maine,1904.0,1.7728449319354178
"Aroostook County, Maine",2011,71482.0,238.0,183.0,30148.0,42.17565261184634,19620.0,Aroostook County, Maine,421.0,0.5889594583251728
"Cumberland County, Maine",2011,282401.0,7017.0,2388.0,148835.0,52.70342527115697,32099.0,Cumberland County, Maine,9405.0,3.3303706431634446
"Kennebec County, Maine",2011,121935.0,1803.0,636.0,59406.0,48.71939968015746,23963.0,Kennebec County, Maine,2439.0,2.000246032722352
"Penobscot County, Maine",2011,153786.0,2198.0,675.0,71201.0,46.298752812349626,21787.0,Penobscot County, Maine,2873.0,1.8681804585592967
"York County, Maine",2011,198199.0,3892.0,1473.0,101125.0,51.02195268391869,28705.0,York County, Maine,5365.0,2.7068754130949197
"Allegany County, Maryland",2011,74692.0,863.0,540.0,30310.0,40.57998179189204,21105.0,Allegany County, Maryland,1403.0,1.8783805494564345
"Anne Arundel County, Maryland",2011,544403.0,20167.0,7791.0,279548.0,51.349459867047024,39537.0,Anne Arundel County, Maryland,27958.0,5.135533786551507
"Baltimore County, Maryland",2011,809941.0,19213.0,7223.0,399131.0,49.27902155836043,32726.0,Baltimore County, Maryland,26436.0,3.263941447586923
"Calvert County, Maryland",2011,89256.0,2497.0,419.0,46062.0,51.60661468136596,36949.0,Calvert County, Maryland,2916.0,3.267007260016133
"Carroll County, Maryland",2011,167288.0,6113.0,1743.0,86541.0,51.731744058151214,34138.0,Carroll County, Maryland,7856.0,4.696092965424896
"Cecil County, Maryland",2011,101694.0,1878.0,631.0,49980.0,49.14744232698094,27995.0,Cecil County, Maryland,2509.0,2.467205538183177
"Charles County, Maryland",2011,149130.0,4337.0,2674.0,73538.0,49.311339100114,36084.0,Charles County, Maryland,7011.0,4.7012673506336755
"Frederick County, Maryland",2011,236745.0,8367.0,3412.0,124169.0,52.44841496124522,35526.0,Frederick County, Maryland,11779.0,4.975395467697311
"Harford County, Maryland",2011,246489.0,7537.0,2851.0,121980.0,49.486995362876236,33703.0,Harford County, Maryland,10388.0,4.214386848906036
"Howard County, Maryland",2011,293142.0,17424.0,6879.0,157085.0,53.58665766079238,44670.0,Howard County, Maryland,24303.0,8.290521317313795
"Montgomery County, Maryland",2011,989794.0,45221.0,23215.0,523712.0,52.91121182791571,45614.0,Montgomery County, Maryland,68436.0,6.914165977971173
"Prince George's County, Maryland",2011,871233.0,17458.0,11578.0,452847.0,51.977714342776274,31365.0,Prince George's County, Maryland,29036.0,3.332747956057679
"St. Mary's County, Maryland",2011,107484.0,3547.0,1689.0,51345.0,47.769900636373784,32940.0,St. Mary's County, Maryland,5236.0,4.871422723382085
"Washington County, Maryland",2011,148203.0,2420.0,857.0,68306.0,46.08948536804248,25064.0,Washington County, Maryland,3277.0,2.211156319372752
"Wicomico County, Maryland",2011,99190.0,1516.0,1019.0,43700.0,44.056860570622035,26191.0,Wicomico County, Maryland,2535.0,2.5557011795543905
"Baltimore city, Maryland",2011,619493.0,9080.0,5190.0,263598.0,42.55060186313647,22754.0,Baltimore city, Maryland,14270.0,2.3034965689684954
"Barnstable County, Massachusetts",2011,215769.0,3011.0,1457.0,102162.0,47.34785812605147,33848.0,Barnstable County, Massachusetts,4468.0,2.0707330524774177
"Berkshire County, Massachusetts",2011,130458.0,1340.0,676.0,60805.0,46.608870287755444,28110.0,Berkshire County, Massachusetts,2016.0,1.5453249321620752
"Bristol County, Massachusetts",2011,548922.0,8534.0,3334.0,266754.0,48.59597538448085,28652.0,Bristol County, Massachusetts,11868.0,2.16205581120815
"Essex County, Massachusetts",2011,748930.0,18483.0,5848.0,368231.0,49.167612460443564,34059.0,Essex County, Massachusetts,24331.0,3.2487682426929085
"Franklin County, Massachusetts",2011,71599.0,1101.0,518.0,37787.0,52.77587675805528,27918.0,Franklin County, Massachusetts,1619.0,2.2612047654296847
"Hampden County, Massachusetts",2011,463783.0,4614.0,1822.0,209855.0,45.24853217992035,25033.0,Hampden County, Massachusetts,6436.0,1.3877179629266272
"Hampshire County, Massachusetts",2011,157822.0,2838.0,1655.0,82159.0,52.05801472545019,27688.0,Hampshire County, Massachusetts,4493.0,2.84687812852454
"Middlesex County, Massachusetts",2011,1518171.0,66833.0,31648.0,797247.0,52.513649648162165,40184.0,Middlesex County, Massachusetts,98481.0,6.486818678528309
"Norfolk County, Massachusetts",2011,675436.0,18494.0,9468.0,345722.0,51.185012347579935,41800.0,Norfolk County, Massachusetts,27962.0,4.139844485635945
"Plymouth County, Massachusetts",2011,497579.0,7283.0,3210.0,242498.0,48.73557766706392,34117.0,Plymouth County, Massachusetts,10493.0,2.1088108621947472
"Suffolk County, Massachusetts",2011,730932.0,16635.0,8360.0,367698.0,50.3053635632316,31127.0,Suffolk County, Massachusetts,24995.0,3.419606748644197
"Worcester County, Massachusetts",2011,801227.0,21563.0,6998.0,389542.0,48.618181863566754,30089.0,Worcester County, Massachusetts,28561.0,3.56465770624305
"Allegan County, Michigan",2011,111234.0,1723.0,513.0,49949.0,44.9044356941223,23147.0,Allegan County, Michigan,2236.0,2.0101767445205603
"Bay County, Michigan",2011,107110.0,2046.0,832.0,44857.0,41.87937634207824,23218.0,Bay County, Michigan,2878.0,2.6869573335822983
"Berrien County, Michigan",2011,156941.0,2274.0,939.0,65597.0,41.79723590393842,21829.0,Berrien County, Michigan,3213.0,2.047266170089397
"Calhoun County, Michigan",2011,135490.0,1729.0,369.0,53144.0,39.22355893423869,22777.0,Calhoun County, Michigan,2098.0,1.5484537604251236
"Clinton County, Michigan",2011,75469.0,1318.0,862.0,35674.0,47.269739893201184,26824.0,Clinton County, Michigan,2180.0,2.8886032675668156
"Eaton County, Michigan",2011,108056.0,2680.0,1097.0,47333.0,43.804138594802694,24796.0,Eaton County, Michigan,3777.0,3.495409787517584
"Genesee County, Michigan",2011,422080.0,5147.0,1217.0,157944.0,37.42039423805914,21335.0,Genesee County, Michigan,6364.0,1.5077710386656558
"Grand Traverse County, Michigan",2011,88349.0,1551.0,511.0,41875.0,47.39725407191932,26177.0,Grand Traverse County, Michigan,2062.0,2.3339256811056153
"Ingham County, Michigan",2011,281613.0,5656.0,1932.0,129129.0,45.85335194042889,22804.0,Ingham County, Michigan,7588.0,2.694477882768196
"Isabella County, Michigan",2011,70622.0,643.0,264.0,31825.0,45.06386111976438,17774.0,Isabella County, Michigan,907.0,1.2843023420463877
"Jackson County, Michigan",2011,159748.0,1817.0,473.0,63864.0,39.97796529534016,21125.0,Jackson County, Michigan,2290.0,1.4335077747452236
"Kalamazoo County, Michigan",2011,252074.0,5034.0,1567.0,116582.0,46.24911732269096,24938.0,Kalamazoo County, Michigan,6601.0,2.61867546831486
"Kent County, Michigan",2011,608453.0,12374.0,2943.0,291036.0,47.8321250778614,25134.0,Kent County, Michigan,15317.0,2.5173678164131004
"Lapeer County, Michigan",2011,88082.0,1833.0,510.0,36870.0,41.85872255398379,22440.0,Lapeer County, Michigan,2343.0,2.6600213437478715
"Lenawee County, Michigan",2011,99440.0,1112.0,129.0,43342.0,43.58608205953339,20687.0,Lenawee County, Michigan,1241.0,1.24798873692679
