University Name,World Rank,Teaching,Research,Citations,Student Staff Ratio,Year,State,Lat,Lng,Points
Yale University,10.666666666666666,90.34999999999998,90.41666666666667,94.61666666666667,4.3999999999999995,2013.5,Connecticut,41.3163244,-72.92234309999999,180.33333333333334
