University Name,World Rank,Teaching,Research,Citations,Student Staff Ratio,Year,State,Lat,Lng,Points
Princeton University,6.0,88.91666666666667,96.35000000000001,99.71666666666665,8.4,2013.5,New Jersey,40.3430942,-74.65507389999999,185.0
