University Name,World Rank,Teaching,Research,Citations,Student Staff Ratio,Year,State,Lat,Lng,Points
University of Wisconsin-Madison,33.4,70.6,72.91999999999999,88.05999999999999,10.8,2014.0,Wisconsin,43.076592,-89.4124875,157.6
